Record_ID,Date,Exporter_ID,State,Industry,MSME_Udyam,Manufacturing_Capacity_Tons,Revenue_Size_USD,Team_Size,Certification,Good_Payment_Terms,Prompt_Response_Score,Hiring_Signal,   ,SalesNav_ProfileViews,SalesNav_JobChange,Intent_Score,Shipment_Value_USD,Quantity_Tons,Tariff_Impact,StockMarket_Impact,War_Risk,Natural_Calamity_Risk,Currency_Shift
5754,2024-05-31,EXP_9478,Gujarat,Electronics,1,5131,79002519,550,None,0,0.35,0,12641,14066,1,0.32,459476,4585,0.29,-0.21,0,1,0.84
5755,2024-11-17,EXP_5250,Gujarat,Chemicals,1,,42088192,677,ISO14001,1,0.39,1,8864,12648,1,0.38,595998,3685,0.87,-0.57,0,1,-0.25
5756,2024-05-11,EXP_4562,Rajasthan,Electronics,,,6297415,1705,ISO9001,1,0.68,1,6820,13778,1,0.98,NA,1656,-0.86,-0.96,1,1,-0.59
5757,2022-05-19,EXP_2002,Telangana,Pharmaceuticals,1,4543,74046362,143,FDA,1,0.95,1,18000,10784,0,0.84,NA,2868,-0.37,0.7,1,0,0.1
5758,2023-02-06,EXP_2595,Delhi,Auto Parts,,4838,60695814,1803,ISO9001,0,0.88,1,8845,9228,0,0,,4997,-0.12,0.19,1,1,-0.46
5759,2023-07-25,EXP_9105,Gujarat,Auto Parts,1,7785,48327820,1184,None,1,0.06,0,2241,205,0,1,NA,2066,0.87,0.3,0,1,0.11
5760,2021-01-11,EXP_4335,Punjab,Auto Parts,1,2471,41231858,614,ISO9001,0,0.8,1,7422,1606,0,0.09,NA,1011,-0.34,-0.7,1,1,0.46
5761,2021-08-11,EXP_3504,Delhi,Medical Devices,,,34979671,803,ISO9001,0,0.2,1,3462,11181,0,0.59,NA,1238,0.55,0.76,1,0,-0.36
5762,2023-11-16,EXP_7856,Punjab,Textiles,0,8621,37996101,1120,None,0,0.83,0,7267,11520,1,0.05,90920,1040,-0.96,0.82,1,1,0.55
5763,2021-05-14,EXP_3249,Telangana,Electronics,,2670,75999907,1043,None,1,0.2,1,3855,2930,0,0.41,258834,49,-0.78,-0.61,1,1,-0.64
5764,2022-06-27,EXP_7025,Punjab,Engineering,,,45899607,590,CE,1,0.33,1,9971,6921,0,0.6,,3110,0.35,-0.21,1,0,0.53
5765,2021-12-05,EXP_8352,Haryana,Auto Parts,1,,13523524,413,None,0,0.38,0,13387,2592,0,0.9,135470,2630,0.67,-0.44,0,1,0.18
5766,2024-04-15,EXP_6118,Delhi,Auto Parts,1,,48337538,1152,ISO9001,0,0.78,1,17527,12330,1,0.16,,1195,-0.34,0.51,0,0,-0.47
5767,2024-09-20,EXP_5754,Gujarat,Electronics,1,,41876650,1594,ISO9001,0,0.03,1,19389,7804,0,0.19,,4342,-0.64,-0.43,1,1,-0.74
5768,2023-02-19,EXP_4687,Rajasthan,Pharmaceuticals,0,802,58286783,856,None,1,0.67,0,5533,7986,0,0.25,743526,4137,0.47,-0.1,1,1,0.38
5769,2024-01-21,EXP_9410,Gujarat,Pharmaceuticals,0,,71036602,1473,None,1,0.64,1,14067,3827,1,1,899453,4036,-0.69,0.9,0,0,-0.93
5770,2022-01-15,EXP_7293,Tamil Nadu,Engineering,0,,35841008,955,ISO14001,0,0.63,0,13793,6130,0,0.43,77849,3489,0.25,0.86,0,1,0.56
5771,2023-03-20,EXP_3647,Tamil Nadu,IT Software,,,60165527,749,SOC2,0,0.54,0,6995,8936,0,0.19,474334,2891,-0.16,0.56,0,0,-0.87
5772,2023-09-04,EXP_8856,Karnataka,Auto Parts,0,246,13601437,1687,ISO9001,0,0.03,0,5058,10690,0,0.71,NA,3268,-0.96,-0.95,0,0,-0.75
5773,2022-03-17,EXP_9258,Haryana,Solar,1,1466,17339127,242,IEC,1,0.46,1,24141,13104,0,0.23,,4104,0.25,0.71,1,0,-0.71
5774,2022-05-16,EXP_4985,Karnataka,Machinery,,,37010127,1202,ISO9001,1,0.8,0,11308,14281,1,0.77,,3457,0.93,-0.62,0,1,0.39
5775,2023-10-16,EXP_5952,Delhi,Chemicals,1,1783,41193471,443,REACH,1,0.11,0,9765,7475,0,1,,2203,-0.67,-0.49,1,0,0.89
5776,2024-06-30,EXP_9247,Telangana,Pharmaceuticals,,216,13176199,545,None,1,0.94,1,22926,9198,0,0.43,624346,2881,0.41,0.27,0,1,-0.45
5777,2023-09-20,EXP_1651,Rajasthan,Engineering,1,6435,5152209,1161,CE,1,0.92,1,21274,5969,0,0.08,38988,3044,-0.91,-0.31,1,0,-0.81
5778,2021-03-09,EXP_5631,Haryana,Electronics,1,,13309254,191,ISO9001,0,0.56,1,387,2366,1,0.64,,1254,0.22,0.76,0,1,0.94
5779,2023-02-27,EXP_2615,Tamil Nadu,Chemicals,1,,59412078,1865,REACH,1,0.76,1,17683,14452,1,0.94,642888,440,0.53,-0.8,0,1,0.35
5780,2023-11-27,EXP_8859,Karnataka,Machinery,1,7860,69063852,1778,None,0,0.9,0,10152,85,1,0.17,73942,4,0.03,-0.4,0,0,0.91
5781,2023-04-15,EXP_6796,Rajasthan,IT Software,,,6214403,68,ISO27001,1,0.31,0,14918,12819,1,0.51,,1247,-0.49,0.58,0,1,0.77
5782,2023-06-06,EXP_4370,Maharashtra,Engineering,0,,45492497,607,ISO14001,0,0.65,0,15272,12416,1,0.87,,4088,-0.88,0.73,0,1,0.53
5783,2024-04-09,EXP_1334,Telangana,Auto Parts,,,48565629,1709,None,0,0.4,1,15869,8875,1,0.2,504791,608,-0.13,-0.66,1,1,-0.78
5784,2024-02-24,EXP_3948,Punjab,IT Software,,826,53957003,684,None,0,0.33,1,5844,11374,1,0.18,NA,3710,-0.13,-0.01,0,0,-0.03
5785,2022-03-30,EXP_7847,Maharashtra,Textiles,1,,16488910,1562,None,0,0.4,0,18941,5123,0,0.96,519088,1389,-0.22,0.2,1,1,0.9
5786,2021-08-14,EXP_9786,Karnataka,IT Software,,6295,61621411,70,None,0,0.5,1,11638,6520,1,0.94,92807,3473,-0.51,-0.27,1,0,0.88
5787,2021-06-01,EXP_6415,Gujarat,Auto Parts,0,4792,35293420,354,ISO9001,0,0.87,0,7734,11501,0,0.22,NA,696,0.17,-1,1,0,0.64
5788,2023-09-27,EXP_7101,Telangana,IT Software,1,,58840311,1231,GDPR,1,0.86,0,7883,4466,1,0.91,NA,3814,-0.48,-0.25,1,1,-0.03
5789,2024-11-23,EXP_8081,Gujarat,Electronics,1,6712,36923519,1308,ISO9001,0,0.14,1,1691,13531,0,0.58,,4357,-0.48,-0.04,1,1,0.38
5790,2021-05-27,EXP_7806,Tamil Nadu,Solar,1,2084,1226984,1493,None,0,0.63,0,18890,6228,0,0.5,NA,3561,0.83,0.55,0,0,0.43
5791,2023-06-10,EXP_5373,Delhi,Machinery,1,7816,35534365,540,ISO9001,0,0.59,1,3188,12608,0,0.19,NA,3198,-0.35,-0.35,0,1,-0.36
5792,2023-05-27,EXP_4376,Tamil Nadu,Electronics,1,,78582939,198,ISO9001,0,0.06,1,8000,7023,0,0.1,332714,1351,0.77,0.6,0,0,0.73
5793,2023-10-31,EXP_2444,Telangana,Auto Parts,0,1406,30680925,461,ISO9001,0,0.84,1,20041,7254,1,0.61,NA,3633,0.24,0.25,0,1,0.02
5794,2021-04-25,EXP_7166,Haryana,Engineering,0,,19027008,875,ISO9001,1,0.35,0,8626,5970,1,0.15,293176,4287,-0.63,0.48,0,0,-0.02
5795,2021-09-10,EXP_8364,Rajasthan,Medical Devices,1,6019,7556383,1601,None,1,0.34,1,17733,1118,0,0.98,,401,-0.21,-0.32,0,1,0.21
5796,2025-01-02,EXP_1557,Punjab,Pharmaceuticals,1,2108,65869339,1049,EU-GMP,1,0.4,1,21870,1484,1,0.9,575321,2505,-0.58,-0.68,1,0,-0.83
5797,2021-05-19,EXP_3130,Gujarat,Textiles,,,38578026,1733,ISO9001,1,0.58,0,2642,13194,0,0.88,NA,3051,-0.3,-0.54,1,1,-0.54
5798,2022-08-15,EXP_5671,Gujarat,Chemicals,1,2544,9101380,413,ISO14001,0,0.07,0,22039,2273,0,0.33,852258,2986,-0.54,-0.29,0,0,-0.48
5799,2021-11-12,EXP_8970,Karnataka,Medical Devices,1,,26507794,302,ISO9001,1,0.07,0,18152,6596,0,0.12,,1837,-0.92,0.09,1,0,-0.48
5800,2022-08-06,EXP_6356,Rajasthan,Electronics,,,17713827,1063,None,0,0.34,0,7354,2796,1,0.68,,1271,-0.63,0.39,0,0,0.55
5801,2024-05-22,EXP_4739,Gujarat,Solar,,,22248272,1437,UL,0,0.44,0,16810,1207,0,0.38,721803,2890,-0.36,0.66,1,1,0.1
5802,2021-02-18,EXP_2814,Tamil Nadu,Machinery,1,1826,27885660,442,None,0,0.87,1,22737,10211,0,0.47,NA,3363,-0.85,-0.57,0,0,-0.23
5803,2021-05-04,EXP_9313,Rajasthan,Chemicals,1,3100,45605405,1717,ISO14001,0,0.96,0,14927,7776,0,0.04,,2870,0.78,0.88,0,1,0.14
5804,2022-08-01,EXP_7423,Telangana,Pharmaceuticals,1,4456,53183851,1558,None,1,0.17,1,21602,4883,1,0.23,NA,1386,-0.79,-0.37,1,1,0.38
5805,2022-05-13,EXP_3943,Karnataka,Electronics,0,997,49492565,1625,None,1,0.6,1,19636,6665,0,0.03,NA,3568,-0.72,0.36,0,1,-0.55
5806,2023-05-08,EXP_2570,Rajasthan,Machinery,,6691,49468690,1112,ISO9001,1,0.51,0,17366,10416,0,0.29,,1914,-0.03,-0.93,1,0,0.31
5807,2024-05-22,EXP_1325,Telangana,Auto Parts,0,,21680991,590,None,0,0.67,0,18369,12334,1,0.07,NA,3785,-0.7,-0.04,1,0,0.94
5808,2021-07-07,EXP_2255,Telangana,Auto Parts,0,7659,14820848,1220,None,1,0.11,0,24072,10189,0,0.92,NA,2726,-0.37,-0.29,1,1,0.61
5809,2024-10-04,EXP_3073,Punjab,Engineering,0,3549,19529953,768,ISO9001,0,0.3,1,12038,3250,1,0.12,,2096,0.04,0.19,1,1,-0.56
5810,2023-09-20,EXP_6014,Telangana,Machinery,1,2933,71909127,1084,None,0,0.71,1,20010,13909,1,0.48,NA,3621,-0.83,0,1,1,0.54
5811,2023-04-26,EXP_7485,Rajasthan,Machinery,0,,53354077,1954,ISO9001,1,0.91,0,7515,3504,1,0.94,,3877,-0.54,0.5,0,0,-0.18
5812,2024-03-09,EXP_3574,Haryana,Textiles,,,26576376,313,ISO9001,1,0.33,0,6365,14491,0,0.39,NA,3145,0.68,-0.09,1,0,0.02
5813,2024-11-24,EXP_9151,Maharashtra,IT Software,,5389,75288608,157,GDPR,1,0.01,1,19683,4355,1,0.41,,3163,0.74,-0.94,1,0,0.07
5814,2022-09-19,EXP_4163,Tamil Nadu,Medical Devices,,,59803407,324,None,0,0.01,1,4795,13657,0,0.48,405151,3991,-0.01,-0.45,0,0,-0.24
5815,2021-05-20,EXP_5733,Maharashtra,Medical Devices,1,,46662516,882,None,0,0.46,0,23615,4185,0,0.97,219791,3555,-0.29,-0.61,0,0,0.05
5816,2022-11-21,EXP_4996,Tamil Nadu,Auto Parts,0,2595,69747401,359,ISO9001,0,0.18,1,21149,12719,0,0.13,,2279,0.44,0.86,0,1,0.74
5817,2024-09-03,EXP_7248,Karnataka,Medical Devices,,2915,28976289,10,None,1,0.63,1,8380,4380,0,0.27,NA,1446,0.27,-0.98,0,1,-0.7
5818,2023-03-19,EXP_9991,Telangana,Machinery,,6810,48703077,881,None,1,0.12,0,9825,5363,1,0.07,NA,2267,-0.75,-0.16,1,0,0.76
5819,2021-04-06,EXP_3050,Maharashtra,Solar,0,,14853271,1660,IEC,0,0.72,0,12233,4003,0,0.06,812448,672,0.77,-0.61,1,0,0.41
5820,2023-01-21,EXP_5718,Rajasthan,Auto Parts,,,55817516,1024,None,0,0.81,1,1159,14993,0,0.68,NA,1237,0.31,0.28,0,0,0.71
5821,2021-07-11,EXP_5124,Telangana,Engineering,1,,63979577,1841,ISO9001,0,0.03,0,1481,11622,0,0.63,,2815,0.52,-0.56,1,0,-0.6
5822,2023-02-04,EXP_6608,Maharashtra,IT Software,1,,21100185,1045,SOC2,1,0.19,0,2282,12307,0,0.93,NA,791,-0.89,-0.15,0,0,0.94
5823,2021-12-10,EXP_9857,Delhi,Solar,0,,60995166,1543,None,1,0.82,1,7600,9225,0,0.28,,2076,0.95,0.58,1,0,0.89
5824,2021-02-25,EXP_2169,Maharashtra,Pharmaceuticals,1,6217,28608136,693,None,1,0.43,1,21246,10625,0,0.59,420675,4277,0.82,-0.81,0,1,-0.76
5825,2023-08-06,EXP_4452,Gujarat,Electronics,1,,55281253,458,None,0,0.39,1,24028,8088,0,0.05,NA,3755,0.69,-0.82,1,0,0.98
5826,2021-05-29,EXP_1166,Maharashtra,Engineering,0,1381,58968464,626,None,0,0.14,1,13845,12370,0,0.87,152359,1071,-0.66,0.45,1,0,-0.38
5827,2022-04-19,EXP_3509,Gujarat,Solar,,7358,3759880,1528,None,1,0.47,1,1975,6339,1,0.01,,2281,-0.27,-0.8,1,0,-0.26
5828,2024-09-25,EXP_9539,Telangana,Textiles,1,7255,28844074,506,None,0,0.85,1,21326,6766,1,0.28,NA,4041,0.54,0.9,0,0,-0.07
5829,2023-09-04,EXP_9604,Tamil Nadu,Chemicals,0,4772,60568289,1009,None,0,0.1,1,17173,8335,0,0.26,,535,0.69,1,1,1,-0.87
5830,2021-05-14,EXP_1927,Maharashtra,Electronics,0,4830,34557551,34,None,0,0.43,0,3758,2660,0,0.43,,3002,0.65,-0.98,0,0,0.67
5831,2023-01-09,EXP_2921,Punjab,Engineering,0,,70461638,470,None,0,0.37,0,10486,10039,0,0.51,NA,1000,-0.02,-0.97,1,0,0.97
5832,2022-05-27,EXP_7359,Rajasthan,Textiles,0,,45363114,302,None,1,0.43,0,2221,3528,1,0.3,335436,4120,-0.78,-0.64,1,0,-0.63
5833,2025-01-10,EXP_6953,Delhi,Auto Parts,,,15528308,974,None,0,0.48,0,10721,7635,1,0.93,196038,4944,0.2,0.88,1,0,-0.04
5834,2021-11-19,EXP_4250,Maharashtra,Auto Parts,1,,25911411,1188,None,1,0.71,1,13760,12386,1,0.73,190011,2450,0.91,-0.03,0,0,-0.27
5835,2021-06-29,EXP_8878,Karnataka,Textiles,1,,74343412,1994,None,0,0.94,1,2929,7794,0,0.66,422124,1797,-0.14,0.89,1,1,-0.57
5836,2024-04-04,EXP_4994,Tamil Nadu,IT Software,1,8037,46694684,666,ISO27001,0,0.71,1,20424,14425,0,0.56,709807,802,-0.11,0.67,0,1,-0.8
5837,2024-01-20,EXP_2030,Gujarat,IT Software,,941,47395082,833,None,1,0.4,1,18563,10930,0,0.59,NA,2257,-0.26,0.37,0,1,0.2
5838,2022-07-02,EXP_3028,Rajasthan,IT Software,1,,63993094,1682,GDPR,1,0.62,1,15306,4101,1,0.38,,1664,-0.2,-0.27,1,0,0.84
5839,2022-11-04,EXP_6775,Karnataka,Electronics,1,7151,67289790,480,ISO9001,0,0.11,0,1876,9591,0,0.73,NA,1407,-0.92,0.29,0,0,0.96
5840,2021-05-12,EXP_6477,Gujarat,Machinery,1,,21396227,1500,ISO9001,0,0.85,0,4082,4641,0,0.56,NA,2610,-0.12,0.56,0,0,-0.5
5841,2024-01-01,EXP_7162,Haryana,Electronics,1,2317,14766175,1845,ISO9001,0,0.19,1,16104,9078,1,0.47,223224,4187,0.76,0.26,0,1,0.33
5842,2022-09-03,EXP_9646,Telangana,Auto Parts,,,76163934,602,None,1,0.9,0,7604,12119,1,0.14,NA,4702,-0.44,0.32,1,1,-0.27
5843,2022-11-04,EXP_2679,Maharashtra,Auto Parts,,,40273878,1402,None,1,0.53,1,17310,9294,1,0.84,,2520,-0.43,0.44,0,1,0.99
5844,2022-12-06,EXP_7175,Gujarat,IT Software,0,,44098816,1399,GDPR,1,0.52,0,11702,2897,1,0.25,54706,1822,0.83,-0.28,0,1,-0.14
5845,2021-01-19,EXP_5745,Gujarat,Medical Devices,,6296,46059420,998,ISO9001,1,0.91,1,20808,550,0,0.32,,637,-0.05,0.73,1,1,-0.46
5846,2023-06-23,EXP_3223,Maharashtra,Machinery,,,54418580,830,ISO9001,1,0.63,0,17855,13823,0,0.74,NA,1088,0.47,0.24,0,0,0.13
5847,2022-07-27,EXP_5111,Delhi,IT Software,,,57986483,1490,GDPR,0,0.2,0,21971,6411,0,0.45,NA,4314,-0.62,0.17,0,1,0.15
5848,2022-11-20,EXP_6024,Maharashtra,Medical Devices,0,,58696825,405,None,0,0.32,1,24499,3783,1,0.85,,2571,-0.9,-0.59,0,1,0.24
5849,2024-11-04,EXP_2115,Tamil Nadu,Textiles,,,79503782,1677,None,0,0.05,0,1776,457,1,0.25,NA,4090,0.28,0.75,1,0,0.29
5850,2024-08-06,EXP_3871,Haryana,Engineering,,,7362208,175,ISO14001,0,0.86,1,3731,5148,0,0.21,NA,2994,-0.4,-0.94,1,0,0.89
5851,2022-07-08,EXP_4613,Haryana,Electronics,1,,28129809,309,None,1,0.5,0,21598,7456,0,0.19,,2318,0.9,-0.32,0,0,0.51
5852,2023-10-08,EXP_9831,Punjab,Textiles,0,6680,51912190,102,ISO9001,0,0.52,1,20174,1941,1,0.77,,3594,0.09,-0.03,1,1,-0.03
5853,2023-06-11,EXP_3546,Maharashtra,Pharmaceuticals,0,3902,52161061,1569,EU-GMP,0,0.12,0,12543,12645,0,0.14,,2390,0.03,-0.69,0,1,0.47
5854,2023-12-15,EXP_8676,Delhi,Electronics,,,44039157,623,ISO9001,1,0.66,1,8870,12629,1,0.66,576677,1338,-0.94,0.13,0,1,-0.45
5855,2022-08-02,EXP_4323,Haryana,Pharmaceuticals,0,6856,44860668,1997,WHO-GMP,0,0.32,0,10710,684,0,0.65,NA,2398,0.62,-0.98,1,1,-0.65
5856,2024-07-20,EXP_9622,Telangana,IT Software,0,3480,31826741,66,SOC2,1,0.95,0,13007,7569,0,0.78,,1578,0.34,-0.3,0,1,-0.04
5857,2024-02-03,EXP_8204,Tamil Nadu,Chemicals,,5048,22201886,811,ISO14001,0,0.32,1,14672,3872,0,0.43,NA,1170,-0.97,-0.05,0,1,-0.14
5858,2025-01-14,EXP_2623,Karnataka,Chemicals,0,8363,43190903,1734,REACH,1,0.16,0,4386,5421,1,0.51,NA,3598,0.67,-0.34,0,0,0.02
5859,2023-06-16,EXP_2771,Delhi,Medical Devices,,,56069290,1486,ISO9001,1,0.25,1,19536,4326,0,0.07,,500,-0.3,-0.08,0,1,0.11
5860,2021-08-12,EXP_1893,Punjab,Pharmaceuticals,0,,73067372,622,None,0,0.78,0,936,5672,1,0.89,NA,4883,-0.2,-0.07,1,1,-0.52
5861,2022-02-23,EXP_7504,Gujarat,Pharmaceuticals,,1098,12251841,1281,WHO-GMP,0,0.05,0,11466,2537,1,0.35,,1910,0.43,0.75,0,0,0.02
5862,2024-08-01,EXP_2011,Maharashtra,Chemicals,0,2370,5216513,1024,None,0,0.24,0,17763,8428,0,0.25,291105,1537,-0.9,0.18,0,1,0.3
5863,2023-09-16,EXP_1066,Haryana,Pharmaceuticals,0,5359,50599336,1752,FDA,1,0.17,1,19180,8730,1,0.62,,259,-0.65,0.84,1,0,-0.17
5864,2024-05-03,EXP_7355,Tamil Nadu,Auto Parts,1,8914,22491314,1534,None,0,0.64,0,3804,2914,1,0.24,,3647,0.42,-0.45,0,1,0.65
5865,2021-08-18,EXP_8782,Punjab,Textiles,,1627,4564780,1011,None,0,0.45,1,1712,11767,0,0.87,617306,261,0.94,-0.88,0,0,0.1
5866,2024-09-20,EXP_6153,Punjab,Pharmaceuticals,,7519,51111843,1104,WHO-GMP,1,0.22,0,15638,14682,0,0.36,573815,256,-0.25,-0.69,0,0,0.16
5867,2021-11-09,EXP_8825,Karnataka,Pharmaceuticals,1,1656,8604238,292,EU-GMP,0,0.31,1,3529,359,1,0.87,,2884,-0.53,-0.93,1,0,-0.86
5868,2023-07-14,EXP_5845,Delhi,Chemicals,1,,30313388,195,None,0,0.34,0,8718,537,0,0.87,NA,10,-0.93,0.91,0,0,-0.37
5869,2024-04-26,EXP_9672,Punjab,Auto Parts,,,41954899,665,ISO9001,1,0.15,1,3244,414,0,0.88,528845,365,0.64,0.67,1,1,-0.7
5870,2024-06-18,EXP_1282,Maharashtra,Engineering,,,75063592,959,None,0,0.96,1,24529,415,0,0.58,,2397,0.36,-0.7,1,1,0.15
5871,2022-08-08,EXP_6672,Tamil Nadu,Engineering,,5303,74038330,202,None,0,0.89,1,15183,12825,1,0.56,NA,851,-0.71,-0.17,0,1,-0.88
5872,2022-12-16,EXP_3106,Gujarat,Engineering,1,4968,24866302,897,CE,1,0.36,1,11324,13984,0,0.74,,1822,-0.94,0.59,1,1,0.51
5873,2023-09-03,EXP_4676,Delhi,Engineering,0,5375,38485445,1027,None,1,0.68,0,462,1638,0,0.08,NA,181,0.02,0.93,0,0,-0.95
5874,2022-07-01,EXP_7342,Delhi,Chemicals,1,,45881568,681,REACH,1,0.53,1,24887,13119,1,0.41,,2643,-0.22,0.34,1,0,-0.6
5875,2021-09-15,EXP_5613,Rajasthan,Chemicals,0,,1737487,1371,RoHS,1,0.8,1,24723,3738,0,0.65,746168,262,0.32,-0.63,1,0,-0.66
5876,2023-01-09,EXP_6709,Karnataka,Pharmaceuticals,,,56278556,1912,WHO-GMP,0,0.84,1,2129,10643,1,0.1,,4876,-0.41,-0.18,1,0,0.79
5877,2023-09-23,EXP_3756,Punjab,Engineering,1,,6829628,303,ISO9001,1,0.75,1,19309,10715,1,0.82,,224,-0.01,0.63,0,0,-0.31
5878,2024-07-27,EXP_7714,Tamil Nadu,Electronics,,3215,32834049,1281,None,0,0.51,1,20518,8170,1,0.05,NA,3108,-0.33,-0.84,1,0,-0.7
5879,2022-12-01,EXP_5210,Gujarat,Auto Parts,,,18766976,1400,None,1,0.01,1,6719,2707,0,0.22,248294,3366,-0.37,-0.99,1,1,-0.81
5880,2024-03-27,EXP_3313,Gujarat,Solar,1,2924,27223519,1982,IEC,0,0.54,0,23043,9662,0,0.8,,1380,-0.67,-0.18,1,0,0.85
5881,2021-12-12,EXP_2163,Haryana,Electronics,0,1818,28854381,1940,ISO9001,0,0.24,1,9240,5949,0,0.19,,1501,0.64,0.09,1,1,0.74
5882,2022-09-11,EXP_5192,Punjab,Chemicals,0,,9543473,1077,RoHS,1,0.82,0,23691,12921,1,0.33,,4651,-0.11,-0.56,0,1,-0.94
5883,2021-10-28,EXP_2680,Telangana,Auto Parts,,,66250414,1715,ISO9001,1,0.01,0,7421,3247,1,0.05,798208,2626,-0.63,-0.09,0,0,0.44
5884,2024-05-18,EXP_5574,Haryana,Machinery,0,,76233140,1824,None,1,0.98,1,15810,1839,1,0.48,NA,1513,0.64,-0.33,0,0,-0.9
5885,2024-09-19,EXP_8805,Delhi,Textiles,,,22366000,1016,None,1,0.6,1,141,4648,1,0.8,NA,4824,-0.71,0.71,1,0,-0.33
5886,2022-07-08,EXP_8606,Delhi,Pharmaceuticals,,,44866991,1806,None,0,0.69,1,6124,11660,1,0.57,,3131,0.77,0.09,0,0,-0.5
5887,2022-09-03,EXP_3942,Telangana,Electronics,0,,43285105,1249,None,0,0.16,1,3383,3119,0,0.4,,2691,-0.69,0.38,1,0,-0.43
5888,2021-05-25,EXP_1222,Karnataka,IT Software,0,4033,79230024,846,SOC2,0,0.11,0,10518,9105,1,0.55,NA,212,0.23,-0.04,1,0,0.85
5889,2021-05-15,EXP_6835,Rajasthan,Textiles,0,6559,37358148,1831,ISO9001,1,0.7,1,5192,5602,1,0.13,,584,-0.67,0.09,1,1,0.55
5890,2022-12-14,EXP_8016,Maharashtra,Textiles,0,,14508026,441,ISO9001,0,0.46,0,1206,12278,1,0.97,NA,4628,-0.55,0.05,0,1,-0.3
5891,2021-05-29,EXP_8091,Rajasthan,Medical Devices,0,,11115927,1693,None,1,0.29,1,14433,1376,0,0.63,,2606,-0.17,-0.83,0,0,-0.03
5892,2021-06-24,EXP_5530,Delhi,Textiles,,,62980356,975,ISO9001,1,0.93,1,6263,13127,1,0.93,,769,-0.1,-0.79,1,0,0.84
5893,2022-01-05,EXP_2835,Haryana,Textiles,0,5024,40379023,1705,None,0,0.84,1,23104,11202,1,0.96,861754,3115,-0.48,-0.38,1,0,0.43
5894,2023-09-17,EXP_8634,Tamil Nadu,Chemicals,0,653,54995781,543,None,0,0.48,1,282,9545,0,0.88,439391,3048,0.18,-0.99,1,1,0.75
5895,2024-06-10,EXP_2185,Punjab,Textiles,0,,19594123,1080,None,0,0.7,0,8591,11063,0,0.11,875942,1489,0.87,0,1,1,-0.64
5896,2022-01-17,EXP_3302,Punjab,Solar,0,,9490854,797,UL,0,0.01,0,3787,8624,0,0.94,NA,1850,0.74,-0.15,1,0,-0.67
5897,2022-09-06,EXP_5950,Rajasthan,Chemicals,,,40485645,969,RoHS,0,0.45,1,23692,14213,0,0.01,166741,2787,-0.7,-0.99,0,0,0.81
5898,2024-08-04,EXP_2663,Delhi,Electronics,1,6883,33327276,1514,None,1,0.46,0,19784,3764,0,0.52,598763,2975,-0.86,0.36,1,1,0.24
5899,2023-07-23,EXP_8607,Karnataka,Medical Devices,,,73351604,20,ISO9001,0,0.98,1,23295,1903,1,0.8,NA,3741,0.12,-0.92,0,0,0.08
5900,2024-07-14,EXP_1541,Telangana,Auto Parts,1,5884,25948762,389,None,1,0.27,0,6077,13223,1,0.86,NA,4293,-0.91,-0.82,0,0,-0.59
5901,2024-02-28,EXP_1417,Tamil Nadu,Auto Parts,1,5881,61138282,977,None,1,0.3,0,5400,889,0,0.96,NA,2842,-0.49,-0.03,1,0,0.82
5902,2021-12-15,EXP_1315,Rajasthan,Solar,0,,8530801,1711,TUV,1,0.68,0,24712,13870,1,0.5,773676,4394,0.45,-0.84,1,0,-0.95
5903,2021-09-14,EXP_5705,Telangana,Medical Devices,1,2432,16397696,1001,ISO9001,0,0.43,0,9980,6059,0,0.89,NA,4501,-0.93,-0.88,1,1,-0.74
5904,2024-12-24,EXP_7252,Karnataka,Solar,,3984,41753677,1452,TUV,1,0.92,0,13237,11816,0,0.3,NA,1895,0.66,-0.49,1,1,-0.54
5905,2024-04-02,EXP_2977,Punjab,IT Software,0,,65424989,1737,ISO27001,1,0.74,0,12203,13545,1,0.85,,2101,-0.64,-0.61,1,0,0.66
5906,2024-12-12,EXP_8728,Karnataka,Solar,,,40585873,732,None,0,0.89,0,20921,13712,0,0.11,,3310,-0.23,0.54,0,0,-0.77
5907,2022-11-23,EXP_4951,Telangana,Pharmaceuticals,1,,22271783,510,EU-GMP,1,0.31,0,8795,1543,1,0.02,,59,0.22,-0.31,1,1,-0.03
5908,2021-03-31,EXP_2773,Delhi,Solar,,,21088955,1167,UL,0,0.54,0,2890,12301,1,0.75,NA,1004,0.34,0.37,1,0,-0.64
5909,2021-12-06,EXP_1113,Punjab,Textiles,1,3073,44768767,1381,ISO9001,0,0.23,0,10159,13977,0,0.82,,4427,0.06,-0.54,0,0,-0.7
5910,2021-10-18,EXP_7084,Maharashtra,Engineering,0,,76967758,1700,ISO14001,0,0.36,0,16634,14513,0,0.78,,702,0.5,0.64,1,0,0.06
5911,2021-06-13,EXP_7803,Haryana,Medical Devices,0,,2883292,303,ISO9001,1,0.06,0,7110,625,0,0.1,,3207,-0.23,-0.1,1,0,-0.32
5912,2022-06-04,EXP_4223,Telangana,Pharmaceuticals,1,4324,61168687,1283,None,0,0.62,1,16312,4074,0,0.89,,131,-0.38,-0.12,0,0,0.82
5913,2022-06-30,EXP_5853,Delhi,Solar,,4631,9477723,183,UL,0,0.93,1,15764,8723,0,0.97,NA,284,-0.72,0.83,0,0,0.24
