News_ID,Date,Region,Event_Type,Impact_Level,Affected_Industry,Tariff_Change,StockMarket_Shock,War_Flag,Natural_Calamity_Flag,Currency_Shift
1842,2023-04-30,Europe,Stock Crash,Low,Electronics,0.66,0.94,0,1,0.59
1843,2022-03-23,North America,Trade Agreement,Low,Auto Parts,0.92,-0.93,1,0,0.25
1844,2023-01-30,Asia,Natural Calamity,Low,Solar,-0.95,0.88,1,0,0.02
1845,2022-04-16,Global,Trade Agreement,Low,Electronics,0.13,0.93,0,1,0.94
1846,2023-07-30,Global,Supply Chain Shock,Medium,Auto Parts,0.7,-0.76,1,0,0.72
1847,2024-03-12,Middle East,Trade Agreement,Medium,IT Software,0.62,0.32,0,0,-0.57
1848,2024-07-01,Asia,Tariff Update,Medium,Engineering,-0.79,0.65,1,0,-0.42
1849,2023-05-15,Global,Natural Calamity,Medium,Pharmaceuticals,-0.88,-0.3,1,1,-0.78
1850,2023-01-11,Middle East,Trade Agreement,Low,IT Software,-0.79,-0.16,1,0,-0.29
1851,2023-11-17,North America,Trade Agreement,Medium,Machinery,0.16,-0.65,1,1,0
1852,2023-11-20,Middle East,Tariff Update,Low,Auto Parts,0.19,0.96,0,1,-0.2
1853,2021-08-15,Global,Natural Calamity,Medium,Auto Parts,-0.72,-0.83,0,1,0.29
1854,2021-05-30,Europe,Trade Agreement,Medium,Chemicals,-0.48,-0.28,1,0,-0.92
1855,2023-04-30,Europe,Trade Agreement,Medium,Medical Devices,0.69,-0.36,1,0,0.3
1856,2021-09-21,North America,War Alert,Low,Auto Parts,0.93,-0.58,1,1,-0.8
1857,2022-05-21,North America,Tariff Update,Medium,IT Software,0.89,-0.32,0,0,0.78
1858,2021-06-14,Europe,War Alert,Low,Electronics,0.66,-0.68,1,1,-0.6
1859,2023-10-25,Asia,Trade Agreement,Medium,Electronics,0.62,-0.21,1,0,-0.5
1860,2023-07-01,Global,Supply Chain Shock,Low,Machinery,-0.28,-0.54,1,1,-0.43
1861,2021-09-14,Europe,Natural Calamity,Medium,Medical Devices,0.05,-0.49,1,1,-0.25
1862,2024-11-11,Asia,Trade Agreement,Low,Electronics,-0.11,-0.67,0,1,0.8
1863,2024-06-01,Europe,War Alert,Low,Auto Parts,-0.71,-0.7,1,1,0.74
1864,2022-04-14,Global,War Alert,Medium,Chemicals,-0.67,-0.82,0,0,-0.74
1865,2021-04-10,Global,War Alert,High,Electronics,-0.04,0.59,0,0,0.58
1866,2022-06-12,Middle East,Tariff Update,Medium,Pharmaceuticals,-0.56,0,1,0,-0.8
1867,2022-08-25,Global,War Alert,Medium,Textiles,0.97,-0.39,0,1,0.39
1868,2024-06-04,Europe,Natural Calamity,Medium,Pharmaceuticals,0.44,-0.04,0,1,0.44
1869,2023-05-27,Middle East,Stock Crash,Medium,Auto Parts,-0.24,0.86,1,1,-0.89
1870,2022-05-05,North America,Trade Agreement,Low,Chemicals,-0.54,-0.17,0,0,0.54
1871,2023-10-18,Asia,Natural Calamity,High,Medical Devices,0.02,0.27,1,1,-0.16
1872,2021-06-17,Middle East,Tariff Update,Low,IT Software,0.92,0.6,1,0,-0.16
1873,2022-10-03,Asia,Tariff Update,High,Pharmaceuticals,-0.35,0.02,1,1,0.72
1874,2021-12-05,Europe,War Alert,Low,Engineering,0.26,-0.03,0,0,0.65
1875,2024-05-31,Asia,Tariff Update,High,Textiles,-0.8,0.6,1,1,0.25
1876,2023-02-27,Global,War Alert,Low,Solar,-0.08,0.89,0,1,-0.58
1877,2024-04-29,Middle East,Tariff Update,Medium,Machinery,0.66,0.2,0,0,0.72
1878,2023-12-21,Europe,Supply Chain Shock,Low,Machinery,0.25,-0.38,1,0,0.63
1879,2024-07-12,Europe,Tariff Update,High,Auto Parts,0.42,-0.05,0,0,0.36
1880,2025-01-19,North America,Stock Crash,Medium,Engineering,-0.57,0.14,1,0,-0.35
1881,2023-07-28,Asia,Natural Calamity,High,Engineering,-0.33,0.33,1,1,-0.7
1882,2022-10-06,Global,War Alert,High,Textiles,0.98,0.87,1,1,-0.91
1883,2022-01-21,Middle East,Stock Crash,Low,Textiles,-0.04,0.39,0,1,-0.47
1884,2021-11-03,North America,War Alert,Low,Chemicals,-0.01,0.59,0,0,0.06
1885,2021-10-06,Middle East,War Alert,Medium,Medical Devices,0.69,0.81,1,0,0.47
1886,2023-09-14,Asia,Natural Calamity,Medium,Machinery,0.68,-0.98,0,0,-0.31
1887,2024-04-03,Middle East,Natural Calamity,Medium,Engineering,-0.67,-0.37,1,0,-0.76
1888,2021-04-11,Asia,Trade Agreement,High,Medical Devices,0.83,-0.1,0,1,0.23
1889,2022-06-07,Europe,Stock Crash,Low,Chemicals,0.96,0.87,1,1,0.27
1890,2023-03-16,Europe,Supply Chain Shock,Medium,Medical Devices,-0.04,0.36,1,1,0.1
1891,2021-09-23,Asia,Tariff Update,Medium,Chemicals,-0.67,-0.34,0,0,0.16
1892,2025-01-08,North America,Supply Chain Shock,Low,Chemicals,0.59,0.28,0,1,-0.04
1893,2022-06-25,Middle East,Supply Chain Shock,High,IT Software,0.39,-0.49,0,0,-0.86
1894,2023-04-11,Middle East,Tariff Update,Low,Engineering,-0.09,0.04,0,1,0.93
1895,2021-12-19,Asia,Natural Calamity,High,IT Software,-0.67,0.93,0,1,0.55
1896,2023-05-06,Global,Trade Agreement,High,Machinery,0.08,-0.97,1,1,0.08
1897,2022-10-30,Asia,War Alert,High,Machinery,0.08,-0.43,0,0,-0.46
1898,2023-01-04,Asia,Natural Calamity,High,Machinery,0.18,-0.67,1,0,-0.73
1899,2021-09-14,Europe,Trade Agreement,High,Medical Devices,-0.22,0.6,1,1,0.45
1900,2021-08-25,Europe,Natural Calamity,Medium,Pharmaceuticals,0.95,0.51,1,0,0
1901,2023-11-09,Middle East,Stock Crash,Low,Chemicals,-0.45,-0.3,1,0,-0.91
1902,2022-01-01,Global,Supply Chain Shock,Medium,Auto Parts,-0.85,-0.87,0,0,0.85
1903,2021-07-16,Asia,Stock Crash,Low,Auto Parts,-0.53,0.96,1,1,-0.19
1904,2021-08-29,Middle East,Natural Calamity,High,Medical Devices,-0.22,0.96,1,1,0.69
1905,2021-09-28,North America,Trade Agreement,High,Engineering,-0.49,0.85,0,1,0.91
1906,2021-10-30,Middle East,Tariff Update,Low,Textiles,-0.59,0.47,1,1,-0.95
1907,2022-03-25,Global,Natural Calamity,Low,Engineering,-0.97,-0.88,1,0,0.01
1908,2023-07-12,Europe,Supply Chain Shock,Low,Engineering,0.65,-0.54,1,0,0.04
1909,2022-12-30,Global,Stock Crash,Low,Engineering,-0.48,-0.15,1,0,0.53
1910,2024-01-03,Asia,Trade Agreement,High,Machinery,-0.83,-0.45,0,1,0.29
1911,2025-01-13,Europe,Stock Crash,Medium,Pharmaceuticals,0.39,0.97,1,1,-0.18
1912,2023-03-25,Middle East,War Alert,Medium,Pharmaceuticals,0,-0.54,0,1,-0.54
1913,2024-04-13,Middle East,Trade Agreement,Low,Engineering,-0.64,-0.84,1,1,0.34
1914,2023-07-25,Europe,Stock Crash,Medium,Pharmaceuticals,0.53,0.19,0,0,-0.19
1915,2024-11-19,Asia,Natural Calamity,Medium,Machinery,0.01,0.57,1,1,0.46
1916,2022-04-30,Asia,Stock Crash,Medium,Medical Devices,0.78,0.41,1,0,0.06
1917,2023-07-14,Asia,Stock Crash,High,Medical Devices,0.95,-0.95,0,0,0.06
1918,2023-02-18,Middle East,Tariff Update,Medium,Auto Parts,-0.86,-0.72,1,0,-0.58
1919,2021-07-29,Global,Tariff Update,High,Machinery,0.59,-0.7,1,1,-0.16
1920,2024-01-13,Global,War Alert,Medium,Pharmaceuticals,-0.51,0.99,1,1,-0.59
1921,2021-08-29,Middle East,Trade Agreement,Low,Auto Parts,-0.36,0.12,0,1,-0.49
1922,2023-03-24,North America,Natural Calamity,High,Medical Devices,0.88,-0.03,0,1,-0.36
1923,2021-03-25,Europe,War Alert,Low,Medical Devices,0.14,-0.55,0,0,-0.16
1924,2023-06-05,Middle East,Natural Calamity,Medium,Chemicals,-0.3,-0.67,1,0,0.49
1925,2022-07-07,Middle East,Natural Calamity,Low,Engineering,-0.3,-0.32,0,1,0.37
1926,2023-02-16,Middle East,Tariff Update,Low,Solar,0.14,-0.65,0,1,-0.34
1927,2023-12-03,Europe,Tariff Update,Low,Medical Devices,-0.94,-0.8,1,1,-0.3
1928,2023-07-11,Middle East,War Alert,Low,Engineering,-0.94,-0.63,1,0,-0.64
1929,2023-04-14,Europe,Natural Calamity,High,Electronics,-0.03,-0.96,1,0,0.01
1930,2022-04-28,Europe,Tariff Update,Low,Medical Devices,0.93,0.93,0,0,-0.6
1931,2022-10-29,Europe,Tariff Update,Low,Chemicals,-0.29,-0.03,0,0,0.84
1932,2025-01-17,Middle East,Stock Crash,Low,Solar,-0.81,0.35,1,1,0.39
1933,2022-06-17,North America,Supply Chain Shock,High,Auto Parts,-0.48,-0.35,0,0,-0.73
1934,2022-08-30,Europe,Tariff Update,High,Medical Devices,-0.56,0.75,1,1,0.42
1935,2024-03-30,Global,Supply Chain Shock,Low,Medical Devices,-0.18,0.88,0,1,-0.72
1936,2021-01-06,Asia,War Alert,Medium,Solar,-0.47,-0.96,1,0,-0.83
1937,2021-04-28,Europe,Natural Calamity,Medium,Pharmaceuticals,0.61,-0.41,0,1,0.07
1938,2024-08-02,Asia,Supply Chain Shock,High,Engineering,0.6,0.73,0,1,0.41
1939,2024-07-21,Europe,Tariff Update,Medium,Medical Devices,0.01,-0.61,0,0,-0.8
1940,2022-05-26,Middle East,Stock Crash,Low,Solar,-0.58,0.73,1,1,0.91
1941,2024-03-18,Middle East,Natural Calamity,Low,Solar,-0.58,-0.29,1,0,-0.55
1942,2022-10-31,North America,Supply Chain Shock,Low,Engineering,0.82,-0.29,1,0,0.2
1943,2022-01-28,Middle East,Stock Crash,High,Medical Devices,-0.71,-0.28,1,0,-0.53
1944,2022-03-19,North America,Tariff Update,Medium,Machinery,0.72,0.08,0,0,0.38
1945,2023-08-13,Middle East,Supply Chain Shock,High,IT Software,-0.58,0.52,1,1,0.05
1946,2024-10-30,Europe,Trade Agreement,Low,Pharmaceuticals,-0.41,0.3,1,1,0.47
1947,2024-08-20,Middle East,Tariff Update,High,Auto Parts,0.64,-0.77,1,0,-0.01
1948,2022-09-11,Global,Stock Crash,High,Engineering,0.62,0.29,0,0,0.01
1949,2021-01-09,Middle East,War Alert,High,Auto Parts,0.19,0.74,1,1,0.03
1950,2021-12-05,Global,War Alert,High,IT Software,0.68,-0.62,0,0,0.29
1951,2021-07-05,Middle East,Tariff Update,Low,Textiles,0.17,-0.76,1,0,0.15
1952,2021-09-15,Asia,Supply Chain Shock,Medium,IT Software,0.32,-0.45,0,0,0.04
1953,2024-02-01,Global,War Alert,Medium,Auto Parts,-0.67,0.48,1,1,-0.81
1954,2024-07-11,North America,Stock Crash,Low,Solar,0.54,-0.84,0,0,-0.37
1955,2022-12-04,North America,Trade Agreement,High,Chemicals,0.26,-0.84,1,0,-0.12
1956,2023-02-09,Europe,Natural Calamity,High,Textiles,0.44,0.98,1,1,0.8
1957,2023-07-09,North America,Tariff Update,High,IT Software,-0.32,-0.94,0,0,0.42
1958,2021-07-14,Asia,Supply Chain Shock,Medium,Solar,-0.69,0.81,0,0,-0.6
1959,2021-02-01,Europe,Stock Crash,High,Chemicals,-0.32,0.04,1,1,0.7
1960,2021-07-17,Asia,Stock Crash,Medium,Chemicals,-0.51,-0.17,0,0,0.39
1961,2022-03-13,Asia,Supply Chain Shock,Low,Medical Devices,-0.16,0.52,1,1,0.12
1962,2021-07-17,Asia,War Alert,Low,Solar,0.04,0.87,1,1,0.73
1963,2022-05-12,Middle East,Trade Agreement,Low,Medical Devices,-0.39,-0.59,1,0,0.77
1964,2021-05-30,Middle East,Natural Calamity,Low,Textiles,0.25,-0.47,0,0,-0.72
1965,2024-12-08,Global,Trade Agreement,Medium,Electronics,0.01,0.82,1,1,0.34
1966,2022-12-14,Middle East,Tariff Update,High,Chemicals,-0.96,0.9,0,0,0.38
1967,2024-09-04,Europe,Stock Crash,Low,Electronics,-0.73,0.37,0,0,0.73
1968,2022-01-07,Global,Trade Agreement,Medium,Auto Parts,-0.83,0.04,0,1,-0.56
1969,2022-02-03,Asia,Trade Agreement,Medium,IT Software,-0.6,-0.86,1,1,0.18
1970,2021-11-01,Global,Natural Calamity,Medium,Machinery,-0.39,0.7,1,1,0.09
1971,2023-07-29,Middle East,Natural Calamity,High,Medical Devices,-0.35,0.25,1,1,0.85
1972,2022-04-01,Global,War Alert,Medium,Textiles,-0.34,0.75,0,0,-0.65
1973,2023-03-07,Asia,Supply Chain Shock,High,Engineering,0.41,-0.13,0,1,-0.43
1974,2022-10-31,Middle East,Supply Chain Shock,Low,Pharmaceuticals,-0.03,0.23,0,1,0.02
1975,2024-06-16,Europe,Tariff Update,Low,Machinery,0.39,-0.22,1,0,-0.16
1976,2021-12-19,Global,Stock Crash,Low,Engineering,-0.53,0.14,0,0,0.38
1977,2022-03-12,Asia,Stock Crash,Medium,Solar,-0.98,-0.95,1,1,-0.34
1978,2024-07-04,Asia,War Alert,High,IT Software,-0.39,-0.37,0,0,-0.51
1979,2022-06-27,Asia,Tariff Update,Medium,Pharmaceuticals,-0.34,0.28,1,0,0.91
1980,2021-07-19,Europe,War Alert,Low,Chemicals,0.02,0.9,1,0,0.4
1981,2021-07-04,Asia,Natural Calamity,High,Engineering,0.49,0.95,0,1,-0.17
1982,2024-05-27,Asia,Tariff Update,Medium,Auto Parts,-0.2,-0.54,1,0,-0.86
1983,2024-12-12,Global,Tariff Update,Medium,Solar,-0.09,0.54,1,0,0.56
1984,2024-07-12,Global,War Alert,High,Engineering,0.32,-0.5,1,0,-0.49
1985,2023-09-29,Asia,War Alert,High,Electronics,0.88,0.44,0,0,0.05
1986,2023-10-05,Europe,Trade Agreement,Low,Medical Devices,0.11,-0.47,0,0,-0.44
1987,2024-10-05,Asia,War Alert,High,Electronics,1,0.37,0,1,-0.67
1988,2021-08-24,Middle East,War Alert,Low,Engineering,0.18,-0.12,0,0,0.06
1989,2024-09-29,Asia,Natural Calamity,High,Solar,0.13,-0.12,1,0,0.2
1990,2024-07-26,Asia,Trade Agreement,Medium,Pharmaceuticals,-0.71,-0.34,0,1,-0.2
1991,2021-05-09,Asia,Trade Agreement,Low,Pharmaceuticals,0.67,-0.58,1,1,0.83
1992,2022-10-12,North America,Supply Chain Shock,Low,Pharmaceuticals,-0.09,0.09,1,1,0.33
1993,2023-06-12,Europe,Trade Agreement,High,Pharmaceuticals,-0.35,0.03,1,1,0.45
1994,2024-10-30,North America,Stock Crash,Low,Textiles,1,0.3,0,0,0.65
1995,2022-09-06,North America,Stock Crash,Low,Textiles,-0.11,-0.89,1,0,0.69
1996,2024-09-30,Global,Natural Calamity,High,Auto Parts,0.09,0.24,0,1,0.48
1997,2024-07-23,Asia,Tariff Update,Low,Solar,-0.98,0.1,1,1,0.56
1998,2023-08-25,Asia,Supply Chain Shock,High,Pharmaceuticals,0.33,-0.98,0,0,0.83
1999,2021-08-02,Europe,Supply Chain Shock,Medium,Chemicals,-0.24,0.78,1,0,0.97
2000,2023-02-08,Middle East,Tariff Update,Low,Electronics,0.25,-0.33,1,0,0.21
2001,2024-06-26,Middle East,War Alert,Low,Pharmaceuticals,0.65,-0.68,0,1,0.86
2002,2021-02-02,North America,Tariff Update,High,Auto Parts,-0.4,0.46,1,1,-0.42
2003,2024-02-15,Europe,Stock Crash,High,Medical Devices,-0.39,0.8,1,0,-0.58
2004,2022-08-01,Middle East,Natural Calamity,Low,Auto Parts,0.06,-0.46,0,1,0.84
2005,2022-12-16,North America,Tariff Update,Medium,Solar,-0.77,0.86,1,0,-0.18
2006,2024-02-11,Global,Stock Crash,Low,Pharmaceuticals,-0.69,0.71,0,1,-0.07
2007,2021-01-03,Middle East,War Alert,Low,Textiles,-0.14,0.37,0,0,-0.11
2008,2025-01-27,Global,Supply Chain Shock,High,Electronics,-0.67,-0.64,1,0,0.48
2009,2021-09-30,Europe,War Alert,Low,Medical Devices,0.14,0.82,0,0,0.04
2010,2023-01-22,Middle East,Stock Crash,Low,Solar,0.14,-0.1,1,1,-0.66
2011,2024-11-22,North America,Tariff Update,High,Machinery,-0.17,0.04,1,1,-0.97
2012,2025-01-19,Middle East,Stock Crash,Medium,Chemicals,-0.29,0.3,1,0,-0.26
2013,2021-01-09,Global,War Alert,Medium,Medical Devices,-0.3,-0.86,1,1,-0.68
2014,2022-12-24,North America,Supply Chain Shock,Low,Electronics,0.81,0.45,0,1,0.44
2015,2025-01-05,Global,War Alert,Low,Solar,-0.47,0.27,1,1,-0.73
2016,2023-11-28,Asia,Supply Chain Shock,Medium,Pharmaceuticals,0.65,-0.48,1,0,0.15
2017,2023-11-06,Asia,Natural Calamity,Low,Textiles,0.09,-0.39,0,0,-0.59
2018,2024-02-15,Middle East,Trade Agreement,Medium,Auto Parts,-0.89,-0.35,0,0,0.26
2019,2023-12-10,Asia,Stock Crash,Medium,Medical Devices,0.61,-0.14,0,1,0.19
2020,2023-06-18,Asia,Natural Calamity,Medium,Electronics,-0.53,0.37,1,1,0.33
2021,2023-01-15,Asia,War Alert,Low,Electronics,-0.87,0.97,0,1,-0.71
2022,2022-01-29,Europe,War Alert,High,Auto Parts,-0.85,0.58,1,0,0.32
2023,2024-10-26,Global,Tariff Update,High,Machinery,-0.97,0.27,0,1,0.44
2024,2021-10-07,Europe,Tariff Update,High,Engineering,0.3,0.45,0,1,-0.55
2025,2023-09-22,Global,Supply Chain Shock,Low,Pharmaceuticals,0.98,0.96,0,0,-0.79
2026,2021-01-11,North America,Tariff Update,High,Auto Parts,-0.99,0.66,0,0,-0.41
2027,2021-08-17,Asia,Tariff Update,Low,Engineering,-0.16,-0.29,1,0,0.87
2028,2024-01-07,North America,War Alert,High,Electronics,-0.24,0.11,1,0,-0.93
2029,2024-09-21,Europe,Natural Calamity,Low,Medical Devices,-0.87,0.08,0,0,-0.26
2030,2023-10-17,Global,Natural Calamity,High,Auto Parts,0.95,0.71,0,0,-0.78
2031,2024-12-17,Global,Tariff Update,Low,Machinery,-0.98,-0.57,0,1,0.59
2032,2024-02-27,Middle East,Trade Agreement,Medium,Auto Parts,0.48,-0.68,1,1,0
2033,2024-09-29,Asia,Natural Calamity,High,Pharmaceuticals,-0.5,-0.18,0,0,0.57
2034,2022-06-30,Global,Trade Agreement,High,Medical Devices,0.8,-0.23,0,1,0.79
2035,2022-09-14,Middle East,Tariff Update,Medium,Chemicals,-0.58,-1,1,0,0.27
2036,2024-09-12,Middle East,War Alert,Medium,Pharmaceuticals,0.92,0.4,1,1,-0.47
2037,2021-06-27,Asia,Tariff Update,Low,Auto Parts,0.32,0.17,0,0,0.58
2038,2021-04-14,Europe,Tariff Update,Medium,Chemicals,0.64,-0.96,1,1,0.69
2039,2022-08-05,Middle East,Supply Chain Shock,Low,Textiles,0.58,-0.23,0,0,0
2040,2022-12-31,North America,Supply Chain Shock,Medium,Textiles,-0.66,-0.74,1,0,0.1
2041,2023-06-26,Global,Tariff Update,Low,Pharmaceuticals,0.87,-0.94,1,1,-0.42
2042,2024-01-22,Europe,Tariff Update,High,Chemicals,-0.18,0.62,0,0,-0.6
2043,2022-04-13,Middle East,Natural Calamity,Low,Medical Devices,0.04,-0.32,1,1,-0.18
2044,2023-11-15,Global,Trade Agreement,High,Engineering,-0.28,0.5,1,1,-0.54
2045,2023-07-09,Asia,Stock Crash,High,Engineering,0.78,0.82,0,1,-0.73
2046,2024-06-02,Europe,Trade Agreement,High,Chemicals,-0.64,0.55,0,1,-0.83
2047,2022-07-19,Global,Tariff Update,Low,Engineering,-0.61,-0.43,1,0,-0.35
2048,2025-02-03,Middle East,Stock Crash,Medium,Textiles,-0.05,-0.32,1,0,0.47
2049,2022-07-10,Asia,Tariff Update,Low,Engineering,-0.9,-0.96,1,1,-0.87
2050,2025-01-25,Asia,Supply Chain Shock,Low,Machinery,-0.27,-0.97,1,0,0.5
2051,2021-01-23,Asia,Natural Calamity,High,Chemicals,-0.08,-0.22,0,0,-0.3
2052,2023-09-12,Global,War Alert,Medium,Machinery,-0.85,0.09,1,1,0.12
2053,2023-03-01,Europe,Tariff Update,Medium,Pharmaceuticals,-0.6,-0.72,1,0,-0.88
2054,2022-06-22,Europe,Tariff Update,Low,Engineering,-0.57,-0.85,1,0,0.71
2055,2024-02-21,Asia,Supply Chain Shock,Low,Medical Devices,-0.56,-0.05,1,1,-0.07
2056,2021-06-03,Middle East,Trade Agreement,Medium,Machinery,0.03,-0.3,1,0,-0.56
2057,2022-03-05,Asia,War Alert,Medium,Solar,-0.51,-0.53,1,1,-0.75
2058,2024-01-08,Middle East,Stock Crash,Low,Solar,0.52,0.26,0,0,-0.08
2059,2022-09-21,North America,Stock Crash,Low,Textiles,0.11,0.96,1,1,0.67
2060,2022-10-24,Europe,Trade Agreement,Low,Textiles,-0.34,-0.68,0,1,-0.39
2061,2024-08-08,Middle East,Tariff Update,High,Engineering,0.74,-0.88,0,0,-0.64
2062,2021-05-31,Middle East,Supply Chain Shock,High,Electronics,0.46,-0.18,1,1,0.65
2063,2021-11-20,Middle East,War Alert,Medium,Electronics,0.17,-0.58,1,1,0.36
2064,2024-10-11,Asia,Supply Chain Shock,Medium,Chemicals,0.68,-0.62,1,0,0.15
2065,2021-03-15,Global,War Alert,High,Auto Parts,-0.77,-0.17,0,1,-0.64
2066,2023-10-02,Middle East,Natural Calamity,Medium,Textiles,-0.08,-0.53,1,0,0.6
2067,2021-12-26,Middle East,Supply Chain Shock,Medium,IT Software,0.8,-0.1,1,0,-0.81
2068,2023-09-22,North America,Natural Calamity,Low,Machinery,0.75,-0.49,0,0,0.5
2069,2022-03-06,Europe,War Alert,Medium,Pharmaceuticals,-0.52,-0.58,1,1,0.96
2070,2022-06-12,Global,Natural Calamity,Low,Chemicals,-0.34,-0.08,0,1,0.55
2071,2022-04-06,Global,Supply Chain Shock,Low,Pharmaceuticals,0.6,-0.15,0,0,-0.06
2072,2023-06-21,Middle East,Supply Chain Shock,High,Chemicals,0.81,0.31,1,0,0.29
2073,2022-10-30,Europe,Trade Agreement,Medium,Solar,0.27,-0.16,0,1,0.59
2074,2021-04-08,Asia,Trade Agreement,Medium,Solar,-0.12,-0.5,1,1,0.2
2075,2022-05-29,Middle East,Supply Chain Shock,Low,IT Software,-0.96,0.07,0,0,0.7
2076,2021-11-10,Europe,Natural Calamity,High,Chemicals,-0.54,-0.26,0,0,0.87
2077,2023-10-29,Global,Supply Chain Shock,Low,Auto Parts,-0.83,0.91,1,1,-0.9
2078,2024-10-26,Asia,Tariff Update,Low,IT Software,-0.1,0.19,0,1,0.72
2079,2022-01-27,Global,Supply Chain Shock,Medium,IT Software,-0.48,0.43,0,1,0.71
2080,2023-05-11,North America,Tariff Update,Medium,Textiles,-0.46,-0.69,1,0,0.4
2081,2022-04-08,Middle East,Natural Calamity,High,Pharmaceuticals,-0.56,0.28,0,1,-0.21
2082,2025-01-25,Europe,Trade Agreement,Medium,Pharmaceuticals,0.13,0.18,0,0,0.52
2083,2022-10-11,Middle East,Trade Agreement,High,Engineering,0.62,-0.54,1,0,-0.84
2084,2022-07-10,Europe,Trade Agreement,High,Engineering,-0.54,-0.07,1,0,-0.54
2085,2024-03-06,Middle East,Stock Crash,Medium,Solar,0.79,-0.33,0,0,0.71
2086,2021-02-27,North America,Supply Chain Shock,Medium,Auto Parts,0.6,-0.94,1,0,0.87
2087,2024-12-05,Global,War Alert,Low,Electronics,-0.94,-0.97,1,1,-0.81
2088,2022-02-19,Middle East,Tariff Update,High,Chemicals,-0.4,-0.38,1,1,-0.47
2089,2024-09-02,Middle East,Trade Agreement,High,Engineering,-0.32,0.51,1,1,-0.7
2090,2022-09-03,Europe,Supply Chain Shock,Low,Auto Parts,-0.55,-0.4,0,0,-0.82
2091,2023-11-02,Global,Tariff Update,High,Medical Devices,-0.18,0.01,0,1,0.46
2092,2023-09-28,Asia,Supply Chain Shock,Medium,Pharmaceuticals,0.05,-0.68,0,1,-0.8
2093,2024-10-17,Asia,Tariff Update,Medium,Chemicals,-0.96,-0.17,0,1,-0.93
2094,2023-01-18,Europe,Stock Crash,High,Machinery,-0.48,-0.77,0,0,0.54
2095,2023-05-12,Europe,War Alert,Low,Engineering,-0.69,-0.4,0,0,0.07
2096,2021-01-07,Global,Supply Chain Shock,Low,Chemicals,0.63,0.86,1,1,-0.82
2097,2023-02-22,Europe,Trade Agreement,Medium,Chemicals,0.03,0.36,1,1,-0.02
2098,2024-02-06,North America,Tariff Update,Low,Engineering,-0.71,0.21,1,1,-0.76
2099,2022-05-23,Middle East,Supply Chain Shock,Medium,Machinery,-0.68,-0.11,1,0,-0.24
2100,2024-03-17,North America,Trade Agreement,Low,Auto Parts,-0.94,0.77,0,0,0.73
2101,2024-07-06,North America,Tariff Update,High,Pharmaceuticals,-0.2,-0.19,1,1,-0.87
2102,2024-12-08,Asia,Tariff Update,High,Pharmaceuticals,-0.57,0.99,1,1,-0.1
2103,2024-03-03,Europe,Supply Chain Shock,Medium,Medical Devices,0.61,0.46,1,0,-0.81
2104,2023-12-24,Europe,War Alert,Medium,Electronics,0.79,-0.72,1,1,0.52
2105,2021-12-15,Asia,Stock Crash,Low,Chemicals,-0.51,0.46,0,0,0.06
2106,2023-07-27,Asia,Natural Calamity,High,Auto Parts,-0.41,0.44,0,0,-0.33
2107,2024-03-12,Europe,Stock Crash,High,Chemicals,0.74,-0.58,0,1,0.38
2108,2021-10-07,Global,Natural Calamity,Medium,Chemicals,0.77,-0.68,0,1,0.88
2109,2024-09-18,Europe,War Alert,Low,Medical Devices,0.61,-0.6,1,1,-0.25
2110,2021-03-29,Europe,Tariff Update,Medium,Medical Devices,0.05,0.26,0,1,0.4
2111,2024-07-17,Europe,Tariff Update,High,Chemicals,-0.53,-0.42,0,1,0.67
2112,2023-05-11,Europe,Tariff Update,Medium,Machinery,0.03,0.62,0,1,0.57
2113,2024-07-19,Global,Tariff Update,Low,Machinery,-0.9,-0.11,0,0,-0.16
2114,2023-08-19,Europe,Trade Agreement,High,Chemicals,-0.45,0.08,0,1,-0.9
2115,2022-03-18,North America,Trade Agreement,Medium,Solar,-0.75,-0.7,0,0,-0.22
2116,2023-04-13,Asia,War Alert,Low,Engineering,0.7,0.39,1,0,-0.17
2117,2022-12-23,Asia,Natural Calamity,Low,Textiles,0.72,0.94,0,1,0.2
2118,2021-01-30,North America,Trade Agreement,Medium,Chemicals,0.08,0.67,0,0,0.93
2119,2023-05-15,Middle East,Supply Chain Shock,Medium,Solar,-0.54,0.79,0,1,-0.98
2120,2024-02-15,Europe,Natural Calamity,High,Chemicals,-0.61,-0.17,0,1,-0.67
2121,2021-09-08,Europe,Trade Agreement,High,Solar,0.34,0.97,0,0,-0.85
2122,2021-05-04,North America,Supply Chain Shock,Low,IT Software,0.53,-0.84,0,1,0.15
2123,2022-03-07,North America,Tariff Update,Medium,Medical Devices,-0.73,0.06,1,0,0.31
2124,2021-05-25,Middle East,Stock Crash,Low,Machinery,-0.48,0.68,0,0,-0.74
2125,2023-04-15,Europe,Stock Crash,Medium,Electronics,0.35,-0.9,1,0,0.92
2126,2023-07-11,Europe,Stock Crash,Low,IT Software,-0.76,0.18,1,1,-0.67
2127,2024-04-10,Asia,Natural Calamity,High,Machinery,-0.02,-0.75,0,1,0.02
2128,2022-02-06,Global,Trade Agreement,High,Solar,-0.42,-0.08,0,0,0.44
2129,2023-01-20,Europe,Stock Crash,High,Solar,0.82,-0.45,1,0,0.03
2130,2022-06-18,Middle East,Supply Chain Shock,High,Auto Parts,-0.34,0.8,1,1,0.81
2131,2022-06-17,Asia,Stock Crash,Medium,Medical Devices,-0.29,0.35,1,0,-0.71
